8391A0A;CON TAPA TRASERA ELÉCTRICA – AGREGAR
110120B;Agregar con Dirección Hidráulica.
110100B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
614100A;AGREGAR CON DIRECCIÓN HIDRÁULICA.
111105B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
110110B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
118130B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
614110A;AGREGAR CON DIRECCIÓN HIDRÁULICA.
111120B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
416180A;AGREGAR CON DIRECCIÓN HIDRÁULICA.
111100B;AGREGAR CON DIRECCIÓN HIDRÁULICA.
618170A;AGREGAR CON DIRECCIÓN HIDRÁULICA.
614125A;AGREGAR CON DIRECCIÓN HIDRÁULICA.
111610C;AGREGAR CON DIRECCIÓN HIDRÁULICA.
817101A;CON DESLIZAMIENTO ELÉCTRICO – AGREGAR
818112B;CON DESLIZAMIENTO ELÉCTRICO – AGREGAR
8511A5A;AGREGAR CON APOYO LUMBAR.  
817100A;AGREGAR CON TRABAS ELÉCTRICAS DE LAS PUERTAS. INCLUIR: AJUSTAR.
815340A;AGREGAR CON TRABAS ELÉCTRICAS DE LAS PUERTAS.
816345A;AGREGAR CON TRABAS ELÉCTRICAS DE LAS PUERTAS.
821130A;AGREGAR CON TRABAS ELÉCTRICAS DE LAS PUERTAS.
511100A;AGREGAR CON P/S.
511205A;AGREGAR CO P/S.
7471A0B;AGREGAR CON TORNILLO DE UNA VÍA.
8211E9A;CON UN LADO AGREGAR
8181C2A;CON UN LADO AGREGAR
1101H3A;AGREGAR CON GUÍA DE LA CADENA DE ACEITE. 
7521C2A;AGREGAR CON TECHO SOLAR DE VIDRIO.
8421A4A;AGREGAR CON TECHO SOLAR DE VIDRIO.
7521C9A;AGREGAR CON TECHO SOLAR DE VIDRIO.
7521A5A;AGREGAR CON TECHO SOLAR DE VIDRIO.
610121A;AGREGAR CON PALANCA DE MANDOS.
0191A1A;CON ADD – LADO IZQUIERDO
1101K2F;CON BALANCÍN DE ADMISIÓN - AGREGAR
1101K5F;CON BALANCÍN DE ADMISIÓN - AGREGAR
1101E6A;AGREGAR CON EL ÁRBOL DE LEVAS DE ADMISIÓN. 
1101Q9L;CON ADMISIÓN Y ESCAPE – AGREGAR TODOS, INCLUYE: AJUSTAR VÁLVULA Y
1101S0B;CON ADMISIÓN Y ESCAPE – AGREGAR TODOS, INCLUYE: AJUSTAR VÁLVULA Y
1101Q8C;AGREGAR CON TODA LA ADMISIÓN Y ESCAPE.
1101R9B;AGREGAR CON TODA LA ADMISIÓN Y ESCAPE.
1101T1B;AGREGAR CON TODA LA ADMISIÓN Y ESCAPE.
1101C5C;AGREGAR CON TODA LA ADMISIÓN Y ESCAPE.
1101Q9J;CON ADMISIÓN – AGREGAR TODOS, INCLUYE: AJUSTAR Y RECTIFICAR LA VÁLVULA
1101S0A;CON ADMISIÓN – AGREGAR TODOS, INCLUYE: AJUSTAR Y RECTIFICAR LA VÁLVULA
1101C5A;AGREGAR CON TODA LA ADMISIÓN.
7805F1E;CON INICIALIZACIÓN AGREGAR
4805F1E;CON INICIALIZACIÓN AGREGAR
4800F1E;CON INICIALIZACIÓN AGREGAR
7805B1C;CON CONFIGURACIÓN DE RALENTI Y CKP - AGREGAR
1805B1C;CON CONFIGURACIÓN DE RALENTI Y CKP - AGREGAR
1800B1C;CON CONFIGURACIÓN DE RALENTI Y CKP - AGREGAR
3805B1C;CON CONFIGURACIÓN DE RALENTI Y CKP - AGREGAR
8611B9A;CON ASIENTO CALENTADO – AGREGAR.
8621A6A;AGREGAR CON ASIENTO TEMPLADO.
8601A6A;AGREGAR CON ASIENTO TEMPLADO.
8591B0A;AGREGAR CON ASIENTO TEMPLADO.
8601A9A;AGREGAR CON ASIENTO TEMPLADO.
8611A0A;AGREGAR CON ASIENTO TEMPLADO.
8621A5A;AGREGAR CON ASIENTO TEMPLADO.
8611B0A;AGREGAR CON ASIENTO TEMPLADO.
8601A5A;AGREGAR CON ASIENTO TEMPLADO.
8621A9A;AGREGAR CON ASIENTO TEMPLADO.
8621D1A;AGREGAR CON ASIENTO TEMPLADO.
8601C4A;CON ASIENTO CALENTADO – AGREGAR.
8591C0A;CON ASIENTO CALENTADO – AGREGAR.
8531L9A;AGREGAR CON ASIENTO TEMPLADO.
8591A0B;AGREGAR CON ASIENTO TEMPLADO.
8611A9B;AGREGAR CON ASIENTO TEMPLADO.
8591A9B;AGREGAR CON ASIENTO TEMPLADO.
117130A;AGREGAR CON INYECCIÓN DE COMBUSTIBLE. INCLUIR: QUITAR E INSTALAR.
1101E5A;AGREGAR CON EL ÁRBOL DE LEVAS DE ESCAPE.
1101R9A;AGREGAR CON TODO EL ESCAPE.
1101Q8B;AGREGAR CON TODO EL ESCAPE.
310100A;Agregar con tambores de freno.
823110C;Agregar con interruptor del cilindro.
8111A5C;AGREGAR CON SENSORES DE ESQUINA.
8101A2E;AGREGAR CON SENSOR DE ESQUINA.
919910A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
916900A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
922950A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
922940A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
919950A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
922900A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
910900A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
912910A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
910910A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
916950A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
912950A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
916940A;AGREGAR CON TERMINACIÓN PROTECTORA DE VIRUTAS.
2191P4B;VERIFICACIÓN DEL ALINEAMIENTO DE LAS RUEDAS DELANTERAS Y AJUSTE SE NECESARIO.
735100A;AGREGAR CON CONSOLA CENTRAL.
812120D;AGREGAR CON SENSOR DE AGARRE
8171B6A;Con sensor de agarre - agregar
111145A;AGREGAR CON TRANSMISIÓN AUTOMÁTICA.
744180A;AGREGAR CON CINTURONES DE SEGURIDAD AUTOMÁTICOS.
114100A;AGREGAR CON AUTOMÁTICO.
828150A;AGREGAR CON DÍA/NOCHE AUTOMÁTICO.
111145D;Agregar con ATTS.
611120A;AGREGAR CON AIRE ACONDICIONADO. INCLUIR: EVACUAR Y RECARGAR.
612100A;AGREGAR CON AIRE ACONDICIONADO. NCLUIR: EVACUAR Y RECARGAR.
113100A;AGREGAR CON AIRE ACONDICIONADO.
111105A;AGREGAR CON AIRE ACONDICIONADO.
111125A;AGREGAR CON AIRE ACONDICIONADO.
111120A;AGREGAR CON AIRE ACONDICIONADO.
118130A;AGREGAR CON AIRE ACONDICIONADO.
110100A;Agregar con aire acondicionado.
111100A;AGREGAR CON AIRE ACONDICIONADO.
111140A;AGREGAR CON AIRE ACONDICIONADO.
111610B;AGREGAR CON AIRE ACONDICIONADO.
6171A5B;CON ACC - AGREGAR
114100E;CON ACC - AGREGAR
6171A8B;CON ACC - AGREGAR
110170H;AGREGAR CON ABS.
210101A;AGREGAR CON 4 WD.
213710A;AGREGAR CON 4 WD.
210105A;AGREGAR CON 4 WD.
218102A;AGREGAR CON 4 WD.
213205A;AGREGAR CON 4 WD.
213101A;AGREGAR CON 4 WD.
210109B;AGREGAR CON 4 WD.
111145B;AGREGAR CON 4 WD.
218101A;AGREGAR CON 4 WD
737006;INSPECCIONAR EL CABLEADO, Y REPERAR.
740104;EL LAVADOR TOPA O ENSUCIA EL PARABRISAS - LAVAR EL PARABRISAS
7411A3;UNIDAD DEL LAVADOR, INTERMITENTE
728130;INTERRUPTOR DEL LAVADOR - SUSTITUIR.
740100;MOTOR DEL LAVADOR, DELANTERO - SUSTITUIR.
7401A1;RELÉ DEL MOTOR DEL LAVADOR - SUSTITUIR.
741100;MOTOR DEL LAVADOR (TRASERO) - SUSTITUIR.
7405A0;MOTOR DEL LAVADOR - INSPECCIONAR.
740115;ARTICULACIÓN DEL LAVADOR, DELANTERO - SUSTITUIR.
740015;ARTICULACIÓN DEL LIMPIADOR Y CONJUNTO DEL MOTOR – REEMPLAZAR.
7401A2;"ARTICULACIÓN DEL LAVADOR, TIRANTE ""A"" - SUSTITUIR."
7401A3;"TIRANTE ""B"" DE ARTICULACIÓN DEL LIMPIADOR - SUSTITUIR. NOTA: MISMO TIEMPO PARA DOS UNIDADES"
7421A1;LÁMINA/INSERTO DEL LAVADOR, TRASERO - SUSTITUIR.
741120;LÁMINA DEL LIMPIADOR O INSERTO, TRASERO - SUSTITUIR.
740120;"LÁMINA DEL LIMPIADOR O INSERTO, DELANTERO; UNO O AMBOS - SUSTITUIR."
7401B2;CONJUNTO LÁMINA DEL LIMPIADOR, DELANTERO DERECHO - SUSTITUIR.
7401B1;CONJUNTO LÁMINA DEL LIMPIADOR, DELANTERO IZQUIERDO - SUSTITUIR.
740110;"BRAZO DEL LIMPIADOR, DELANTERO; UNO O AMBOS - SUSTITUIR."
741110;BRAZO DEL LIMPIADOR (TRASERO) - SUSTITUIR.
5101A1;LAVADOR E INTERRUPTOR DE LA LUZ DEL CONJUNTO SOPORTE/CARROCERÍA CENTRAL -
831120;PARABRISAS, TIPO PEGADO - SUSTITUIR.
7371B8;CABLE SECUNDARIO/CABLEADO DEL LADO DEL PARABRISAS - SUSTITUIR.
7401C5;LA BOMBA DEL LAVADOR DEL PARARBRISAS NO OPERA - SUSTITUIR LA
8311B0;PRESILLAS DE LA GUARNICIÓN LATERAL DEL PARABRISAS, AMBOS - SUSTITUIR. 
8311A9;PRESILLA DE LA GUARNICIÓN LATERAL DEL PARABRISAS, DERECHO - SUSTITUIR.
8311A7;PRESILLA DE LA GUARNICIÓN LATERAL DEL PARABRISAS, IZQUIERDO - SUSTITUIR.
831005;PARABRISAS CON RUIDO DE MOLDURA - CORTAR EL LABIO INTERNO DEL
831100;PARABRISAS Y/O JUNTA - SUSTITUIR.
827131;VIDRIOS ATASCADOS O SALIÉNDOSE DEL CANAL DE CARRERA - SUSTITUIR EL DERECHO
829314;Vidrios Atascados o Saliéndose del Canal de Carrera - Reinstalar 
826314;Vidrios Atascados o Saliéndose del Canal de Carrera - Reinstalar 
827313;Vidrios Atascados o Saliéndose del Canal de Carrera - Corretamente 
829313;Vidrios Atascados o Saliéndose del Canal de Carrera - Corretamente 
826313;Vidrios Atascados o Saliéndose del Canal de Carrera - Corretamente 
830313;Vidrios Atascados o Saliéndose del Canal de Carrera - Corretamente 
826131;Vidrios Atascados o Saliéndose del Canal de Carrera - Sustituir el izquierdo 
857114;TERMINACIÓN DEL VIDRIO (SUPERIOR E INFERIOR) - SUSTITUIR.
827305;MARCAS EN EL VIDRIO. LIMPIAR LOS VIDRIOS CON MAG V.
831003;Viento Silbante Proveniente de la Parte Superior del Parabrisas. Aplicar sellante debajo de
824003;Viento Silbante en la Parte Superior del Parabrisas. Aplicar sellante 
831000;Ruido del Vidrio.
814301;Ruido de Viento o Infiltración de Agua del Techo Solar de Vidrio. Aplicar EPT
8270A1;RUIDO DE VIENTO PROVENIENTE DE LAS PUERTAS DELANTERAS - APLICAR CINTA DE ESPUMA EPT
8120A0;RUIDO DE VIENTO PROVENIENTE DEL PARABRISAS - APLICAR SELLADORA A A LA
827007;RUIDO DE VIENTO PROVENIENTE DE LA ESQUINA SUPERIOR TRASERA DE LA(S) PUERTA(S) DELANTERA(S)
826007;RUIDO DE VIENTO PROVENIENTE DE LA ESQUINA SUPERIOR TRASERA DE LA(S) PUERTA(S) DELANTERA(S)
831002;Ruido de Viento Proveniente de la Parte Superior del Parabrisas. Aplicarsellante
824050;Ruido de Viento Proveniente de la Parte Superior del Parabrisas. Aplicarsellante
016101;RUIDO DE VIENTO PROVENIENTE DEL PORTAEQUIPAJES DEL TECHO. SUSTITUIR LOS TRAVESAÑOS DEL PORTAEQUIPAJES
820074;RUIDO DE VIENTO PROVENIENTE DEL ESPEJO(S) ELÉCTRICO(S) - APLICAR SELLADORA EPT 3T 
820073;RUIDO DE VIENTO PROVENIENTE DEL ESPEJO(S) ELÉCTRICO(S) - APLICAR SELLADORA EPT 3T 
830307;Ruido de Viento Proveniente del Pilar Delantero. Puerta trasera derecha Reparar.
827307;Ruido de Viento Proveniente del Pilar Delantero. Puerta delantera derecha. Reparar.
829307;Ruido de Viento Proveniente del Pilar Delantero. Puerta trasera izquierda. Reparar.
826307;Ruido de Viento Proveniente del Pilar Delantero. Puerta trasera izquierda. Reparar.
826305;Ruido de Viento Proveniente de la Puerta Delantera o Trasera. Ajustar tres vidrios
826306;Ruido de Viento Proveniente de la Puerta Delantera o Trasera. Ajustar los cuatro vidrios
844205;RUIDO DE VIENTO PROVENIENTE LA SOLERA DEL VIDRIO DE LA PUERTA (DELANTERA DERECHA)
843205;RUIDO DE VIENTO PROVENIENTE DE LA SOLERA DEL VIDRIO DE LA PUERTA (DELANTERA IZQUIERDA)
826006;RUIDO DE VIENTO EN EL VIDRIO DELANTERO - APLICAR UN PEDAZO DE FIELTRO DE LANA
826005;RUIDO DE VIENTO EN EL VIDRIO DELANTERO - APLICAR UN PEDAZO DE FIELTRO DE LANA
857315;Ruido de Viento en la Parte Delantera de la Puerta. Sellar los tapones de la carrocería y
833102;Ruido de Viento e Infiltración de Agua Provenientes del Vidrio del Panel Lateral Trasero. Calzar
834201;Ruido de Viento e Infiltración de Agua Provenientes del Vidrio del Panel Lateral Trasero. Calzar
833201;Ruido de Viento e Infiltración de Agua Provenientes del Vidrio del Panel Lateral Trasero. Calzar
834102;Ruido de Viento e Infiltración de Agua Provenientes del Vidrio del Panel Lateral Trasero. Calzar
814160;DEFLECTOR DE VIENTO - SUSTITUIR.
7370C4;AULLIDO PROVENIENTE DE LOS ALTAVOCES DURANTE EL USO DEL HFL - CORTAR EL CABLE A MASA.
824120A;Agregar cuando reutilizado
824140A;Agregar cuando reutilizado
825150A;Agregar cuando reutilizado
825130A;Agregar cuando reutilizado
421101A;AGREGAR CUANDO EQUIPADO CON NEUMÁTICOS QUE RUEDAN VACIOS (PAX).
421104B;AGREGAR CUANDO EQUIPADO CON NEUMÁTICOS QUE RUEDAN VACIOS (PAX).
421103B;AGREGAR CUANDO EQUIPADO CON NEUMÁTICOS QUE RUEDAN VACIOS (PAX).
4211A9D;AGREGAR CUANDO EQUIPADO CON NEUMÁTICOS QUE RUEDAN VACIOS (PAX).
219110A;CUANDO EQUIPADO CON EJE INTERMEDIARIO - AGREGAR NOTA: COM
219105A;CUANDO EQUIPADO CON EJE INTERMEDIARIO - AGREGAR NOTA: COM
416340;RUEDAS, DOS RUEDAS - ALINEACIÓN/DERIVACIÓN
416321;RUEDAS, CUATRO RUEDAS - ALINEAR.
8571F0;AISLADOR DE LA CAJA DE RUEDA, TRASERA DERECHA - SUSTITUIR.
8571E9;AISLADOR DE LA CAJA DE RUEDA, TRASERA IZQUIERDA - SUSTITUIR.
421210;RUEDA/NEUMÁTICO, DOS - EQUILIBRIO.
421310;RUEDA/NEUMÁTICO, CUATRO - EQUILIBRIO.
421103;RUEDA, DOS - SUSTITUIR. INCLUIR: EQUILIBRIO.
421102;RUEDA, TRES - SUSTITUIR. INCLUIR: EQUILIBRIO.
5101C0;VOLANTE, DIRECCIÓN(SRS). 
421104;RUEDA, UNA - SUSTITUIR. INCLUIR: EQUILIBRIO.
421101;RUEDA, CUATRO - SUSTITUIR. INCLUIR: EQUILIBRIO.
4181A8;VÁSTAGOS DE LAS RUEDAS, AMBAS TRASERAS - SUSTITUIR.
4181A7;VÁSTAGO DE LA RUEDA, TRASERA DERECHA - SUSTITUIR.
4181A6;VÁSTAGO DE LA RUEDA, TRASERA IZQUIERDA - SUSTITUIR.
4131H8;SENSORES DE LAS RUEDAS, AMBAS TRASERAS - SUSTITUIR.
413163;SENSOR DE LA RUEDA, TRASERA DERECHA - SUSTITUIR.
413161;SENSOR DE LA RUEDA, DELANTERA DERECHA - SUSTITUIR.
413162;SENSOR DE LA RUEDA, TRASERA IZQUIERDA - SUSTITUIR.
413160;SENSOR DE LA RUEDA, DELANTERA IZQUIERDA - SUSTITUIR.
4131H7;SENSOR DE LA RUEDA, AMBAS DELANTERAS - SUSTITUIR.
415007;La Rueda Hace un Ruido de Clic. Limpiar la suciedad y
4111A2;CILINDRO DE LA RUEDA, AMBOS TRASEROS - REVISIÓN.
4111A1;CILINDRO DE LA RUEDA, TRASERO DERECHO - REVISIÓN.
4111A0;CILINDRO DE LA RUEDA, TRASERO IZQUIERDO - REVISIÓN.
4211A4;CAPA DE LA CUBIERTA/TERMINACIÓN DE LA RUEDA, DOS - SUSTITUIR.
4211A3;CAPA DE LA CUBIERTA/TERMINACIÓN DE LA RUEDA, UNA - SUSTITUIR.
4211A5;CAPA DE LA CUBIERTA/TERMINACIÓN DE LA RUEDA, CUATRO - SUSTITUIR.
428150;CAPA DE LOS EMBLEMAS DE LA RUEDA - SUSTITUIR TODOS.
421105;CUBIERTA DE LA RUEDA - SUSTITUIR.
8131B8;PROTECTOR DEL ARCO DE LA RUEDA, TRASERO DERECHO - SUSTITUIR.
8131B6;PROTECTOR DEL ARCO DE LA RUEDA, DELANTERO DERECHO - SUSTITUIR.
8131B7;PROTECTOR DEL ARCO DE LA RUEDA, DELANTERO IZQUIERDO - SUSTITUIR.
8131B5;PROTECTOR DEL ARCO DE LA RUEDA, DELANTERO IZQUIERDO - SUSTITUIR.
421201;SUSTITUIR LAS RUEDAS Y/O LOS CUATRO NEUMÁTICOS. INCLUIR: EQUILIBRIO.
8491A4;JUNTA, MALETERO TRASERO - SUSTITUIR.
8351A5;JUNTA, PUERTA DELANTERA
8361A5;JUNTA, PUERTA DELANTERA
823123;APOYOS DE LOS SOPORTES DE LA PUERTA TRASERA DÉBILES, AMBOS APOYOS DE LOS SOPORTES DE LA PUERTA TRASERA - 
823119;APOYOS DE LOS SOPORTES DE LA PUERTA TRASERA DÉBILES - QUITAR E INSPECCIONAR AMBOS
7231A2;CABLE SECUNDARIO/CABLEADO DE LA TEMPERATURA DEL AGUA - SUSTITUIR.
6181B6;SENSOR DE TEMPERATURA DEL AGUA - SUSTITUIR.
1131A1;POLEA DE LA BOMBA DE AGUA - SUSTITUIR.
1131A0;CORREA DE LA BOMBA DE AGUA - SUSTITUIR.
113100;BOMBA DE AGUA Y/O EMPAQUETADURA - SUSTITUIR.
1211F4;PASAJE DE AGUA - SUSTITUIR.
857012D;INFILTRACIÓN DE AGUA DENTRO DEL PORTAEQUIPAJES PROVENIENTE DE  UNA ENMIENDA DE LA CARROCERÍA - VERIFICAR COM
857012A;INFILTRACIÓN DE AGUA DENTRO DEL PORTAEQUIPAJES PROVENIENTE DE UNA ENMIENDA DE LA CARROCERÍA - REPARAR.
857012C;INFILTRACIÓN DE AGUA DENTRO DEL PORTAEQUIPAJES PROVENIENTE DE UNA ENMIENDA DE LA CARROCERÍA - REPARAR.
857012B;INFILTRACIÓN DE AGUA DENTRO DEL PORTAEQUIPAJES PROVENIENTE DE UNA ENMIENDA DE LA CARROCERÍA - REPARAR.
857012;INFILTRACIÓN DE AGUA DENTRO DEL PORTAEQUIPAJES PROVENIENTE DE UNA ENMIENDA DE LA CARROCERÍA - APLICAR 3M ULTRA.
813708;INFILTRACIÓN DE AGUA EN EL TORPEDO (LADO DERECHO).
813704;INFILTRACIÓN DE AGUA EN EL TORPEDO (LADO IZQUIERDO).
823003;INFILTRACIÓN DE AGUA EN EL PORTAEQUIPAJES - REPARAR UN LADO DEL PORTAEQUIPAJES.
823005;INFILTRACIÓN DE AGUA EN EL PORTAEQUIPAJES - REPARAR AMBOS LADOS DEL PORTAEQUIPAJES.
837001;Infiltración de Agua Proveniente de las Puertas Traseras. Accord 1998. Quitar una pequeña
842700;Infiltración de Agua Proveniente de la Enmienda Debajo de la Esquina del Dash. Lado derecho, Aplicar
841700;Infiltración de Agua Proveniente de la Enmienda Debajo de la Esquina del Dash. Lado izquierdo. Aplicar
6131A9;MANGUERA C DE ENTARDA DE AGUA - SUSTITUIR.
1141C8;MANGUERA D DE AGUA - SUSTITUIR.
1141E1;TUBO DE CONEXIÓN DE LA MANGUERA DE AGUA - SUSTITUIR.
1141D1;MANGUERA DE AGUA - SUSTITUIR.
7421B9;VÁLVULA DEL LAVADOR, UNA VÍA, TRASERA - SUSTITUIR.
7421B0;TANQUE DEL LAVADOR - SUSTITUIR.
742120;DEPÓSITO DEL LAVADOR (DELANTERO O TRASERO) - SUSTITUIR.
7420A1;REALINADO RESERVATORIO DE LIMPIEZA
7421A4;MOTOR DE LA BOMBA DEL LAVADOR, AMBOS - SUSTITUIR.
7421A3;MOTOR DE LA BOMBA DEL LAVADOR, TRASERO - SUSTITUIR.
7421C5;MOTOR DE LA BOMBA DEL LAVADOR - SUSTITUIR.
7421A2;MOTOR DE LA BOMBA DEL LAVADOR - SUSTITUIR.
7421B8;BOQUILLAS DEL LAVADOR, AMBAS DELANTERAS - SUSTITUIR.
7421A6;BOQUILLA DEL LAVADOR, DELANTERA DERECHA - SUSTITUIR.
7421A7;BOQUILLA DEL LAVADOR, TRASERA - SUSTITUIR.
7421A5;BOQUILLA DEL LAVADOR, DELANTERA IZQUIERDA - SUSTITUIR.
742130;BOQUILLA DEL LAVADOR (CUALQUIERA) - SUSTITUIR.
742100;MOTOR DEL LAVADOR (DELANTERO TRASERO) - SUSTITUIR.
7421A8;CUELLO DE LLENADO DEL TANQUE DE FLUIDO DEL LAVADOR, LAVADOR.
736150;INTERRUPTOR DEL NIVEL DE FLUIDO DEL LAVADOR - SUSTITUIR.
000008;GARANTÍA DE CORTESÍA PARA VSC DEDUCTIBLE.
3101Q4;GARANTÍA EXTENDIDA: SUSTITUIR EL TANQUE DE COMBUSTIBLE CON KIT.
9119A3;GARANTÍA EXTENDIDA: REPINTAR EL CAPÓ DEL MOTOR Y LA PARTE SUPERIOR DE AMBOS LADOS (DELANTERA)
3111L7;GARANTÍA EXTENDIDA: CONVERTIDOR CATALÍTICO DE CALENTAMIENTO TRASERO DE 3 VÍAS
5121G4;GARANTÍA EXTENDIDA: SUBCONJUNTO DE LA BOMBA DE LA DIRECCIÓN HIDRÁULICA Y ANILLO TÓRICO
222116;GARANTÍA EXTENDIDA: VÁLVULA SOLENOIDE LINEAL DE CONTROL DE BLOQUEO
218511;EXTENSIÓN DE GARANTÍA: CVT CON VIBRACIÓN EN EL EMBRAGUE DE ARRANQUE. DIAGNOSIS  
218512;EXTENSIÓN DE GARANTÍA: CVT CON CINTURÓN DE SEGURIDAD DELIZANTE - DIAGNOSIS 
218158;EXTENSIÓN DE GARANTÍA: CR-V TRANSMISIÓN AUTOMÁTICA - SI UNO
218180G;EXTENSIÓN DE GARANTÍA: ACCORD, ODYSSEU Y PRELUDE AUTOMÁTICO.
218180;EXTENSIÓN DE GARANTÍA: ACCORD, ODYSSEU Y PRELUDE AUTOMÁTICO.
218181G;EXTENSIÓN DE GARANTÍA: ACCORD, ODYSSEU Y PRELUDE AUTOMÁTICO.
218181;EXTENSIÓN DE GARANTÍA: ACCORD, ODYSSEU Y PRELUDE AUTOMÁTICO.
222118;GARANTÍA EXTENDIDA: T/A – VÁLVULA SOLENOIDE DE CONTROL DE CAMBIO
222117;GARANTÍA EXTENDIDA: T/A – SOLENOIDE LINEAL DE CONTROL DE PRESIÓN
311121;GARANTÍA EXTENDIDA: EMISIONES 1995 - 1997
123509;GARANTÍA EXTENDIDA: EMISIONES 1995 - 1997
